TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
WAS Wizards,-1,O 225.5,−115,−110,−110
ORL Magic,+1,U 225.5,−105,−110,−110
CLE Cavaliers,-3,O 218.5,−150,−110,−110
BKN Nets,+3,U 218.5,+130,−110,−110
DET Pistons,+14,O 236,+700,−110,−110
ATL Hawks,-14,U 236,−1050,−110,−110
SA Spurs,+13,O 232,+625,−110,−110
NO Pelicans,-13,U 232,−900,−110,−110
BOS Celtics,-5,O 239.5,−205,−110,−110
SAC Kings,+5,U 239.5,+175,−110,−110
OKC Thunder,+7,O 238.5,+225,−110,−110
LA Clippers,-7,U 238.5,−265,−110,−110
