TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
TOR Raptors,-2,O 222,−130,−105,−110
WAS Wizards,+2,U 222,+110,−115,−110
PHI 76ers,+4,O 228.5,+150,−110,−110
DAL Mavericks,-4,U 228.5,−175,−110,−110
IND Pacers,-5,O 238,−215,−115,−110
SA Spurs,+5,U 238,+185,−105,−110
LA Clippers,-3.5,O 231.5,−165,−110,−110
GS Warriors,+3.5,U 231.5,+140,−110,−110
