Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,26,548,15.1,.537,.284,.338,9.4,23.5,15.9,7.3,1.3,3.1,11.8,20.4,,0.3,0.6,0.9,.077,,-1.7,-1.3,-2.9,-0.1
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.8,24.8,22.3,11.2,1.5,3.6,19.8,14.3,,1.3,2.1,3.4,.144,,-0.1,0.8,0.7,0.8
3,Bam Adebayo,C,25,MIA,45,1576,20.8,.588,.014,.334,8.9,25.0,16.6,15.6,1.6,2.5,12.8,26.4,,2.1,2.6,4.7,.144,,0.8,0.9,1.7,1.5
4,Ochai Agbaji,SG,22,UTA,28,355,9.0,.590,.552,.161,4.7,9.0,6.8,5.2,0.4,0.9,6.1,11.7,,0.4,0.1,0.5,.074,,-1.5,-1.3,-2.8,-0.1
5,Santi Aldama,PF,22,MEM,46,1009,14.7,.602,.519,.280,5.2,16.8,11.0,7.2,1.4,2.9,8.1,15.4,,1.6,1.5,3.2,.150,,0.2,1.3,1.5,0.9
6,Nickeil Alexander-Walker,SG,24,UTA,35,523,13.7,.616,.518,.232,1.7,10.8,6.2,20.3,2.2,2.2,19.2,18.4,,0.4,0.5,0.9,.085,,-0.1,1.1,0.9,0.4
7,Grayson Allen,SG,27,MIL,45,1232,13.3,.616,.604,.275,3.5,10.0,6.8,13.2,1.4,0.7,11.2,14.9,,2.1,1.3,3.4,.134,,-0.1,0.7,0.6,0.8
8,Jarrett Allen,C,24,CLE,44,1462,19.1,.660,.018,.378,10.8,23.5,17.2,7.4,1.2,3.4,11.6,16.1,,3.4,2.5,5.9,.193,,1.0,1.1,2.1,1.5
9,Jose Alvarado,PG,24,NOP,48,1054,12.1,.522,.510,.157,2.1,10.4,6.3,19.9,2.5,0.7,13.1,19.9,,0.2,1.3,1.5,.069,,-1.9,0.7,-1.2,0.2
10,Kyle Anderson,PF,29,MIN,40,1059,14.2,.588,.225,.316,3.1,16.2,9.8,20.2,2.3,3.1,17.0,14.0,,1.2,1.4,2.6,.118,,-0.4,2.2,1.9,1.0
11,Giannis Antetokounmpo,PF,28,MIL,38,1271,27.2,.587,.143,.647,7.5,29.5,18.8,30.1,1.2,2.2,13.3,38.6,,2.4,2.3,4.7,.177,,4.7,2.2,6.9,2.9
12,Thanasis Antetokounmpo,SF,30,MIL,21,91,1.9,.295,.250,.375,8.3,15.7,12.1,5.4,1.1,2.7,27.3,11.8,,-0.2,0.1,-0.1,-0.062,,-9.1,-0.6,-9.7,-0.2
13,Cole Anthony,PG,22,ORL,31,801,14.7,.551,.359,.312,2.5,17.3,10.0,23.6,1.3,1.9,12.7,20.8,,0.8,0.8,1.6,.094,,-0.3,0.4,0.1,0.4
14,OG Anunoby,SF,25,TOR,45,1611,14.5,.562,.381,.217,4.4,13.7,8.7,8.4,2.8,2.2,12.7,20.5,,0.6,1.9,2.5,.074,,-0.7,0.5,-0.2,0.7
15,Ryan Arcidiacono,PG,28,NYK,11,26,3.2,.300,.600,.000,0.0,16.5,8.2,9.5,3.8,0.0,16.7,9.8,,0.0,0.0,0.0,-0.009,,-9.0,3.8,-5.2,0.0
16,Deni Avdija,SF,22,WAS,46,1196,10.6,.518,.417,.272,4.8,20.6,12.9,13.1,1.5,1.8,15.4,15.5,,0.0,1.4,1.4,.058,,-3.1,0.7,-2.3,-0.1
17,Deandre Ayton,C,24,PHO,41,1217,19.6,.599,.042,.221,10.5,27.9,19.0,11.8,0.8,2.1,12.7,24.1,,1.6,1.7,3.3,.130,,0.9,-0.3,0.6,0.8
18,Udoka Azubuike,C,23,UTA,18,71,22.5,.764,.000,.353,15.5,26.4,21.0,10.4,1.4,4.7,16.9,14.0,,0.2,0.1,0.3,.202,,2.2,1.4,3.6,0.1
19,Marvin Bagley III,C,23,DET,25,532,17.5,.592,.164,.259,10.5,20.5,15.3,4.2,1.2,3.0,8.9,19.5,,0.8,0.3,1.1,.102,,0.3,-1.1,-0.8,0.2
