Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
MIL,DET,Jrue Holiday  ,Grayson Allen  ,P. Connaughton  ,G. Antetokounmpo  , Brook Lopez ,Jaden Ivey  ,Saddiq Bey  ,B. Bogdanovic  ,Isaiah Livers  , Jalen Duren ,Confirmed Lineup             ,Confirmed Lineup             
BOS,ORL,Derrick White  ,Jaylen Brown  ,Jayson Tatum  ,Al Horford  , Blake Griffin ,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Confirmed Lineup             ,Confirmed Lineup             
ATL,CHI,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , Clint Capela ,Ayo Dosunmu  ,Zach LaVine  ,DeMar DeRozan  ,P. Williams  , N. Vucevic ,Expected Lineup             ,Expected Lineup             
MIN,HOU,D. Russell  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , R. Gobert GTD ,Jalen Green  ,Eric Gordon  ,Kenyon Martin  ,Tari Eason  , A. Sengun ,Expected Lineup             ,Expected Lineup             
CHA,UTA,L. Ball GTD  ,G. Hayward  ,J. McDaniels  ,P. Washington  , Mason Plumlee ,Mike Conley  ,J. Clarkson  ,Malik Beasley  ,L. Markkanen  , W. Kessler ,Expected Lineup             ,Expected Lineup             
SAS,POR,Tre Jones  ,R. Langford  ,K. Johnson  ,Jeremy Sochan  , Jakob Poeltl ,D. Lillard  ,A. Simons  ,Josh Hart  ,Jerami Grant  , Jusuf Nurkic ,Expected Lineup             ,Expected Lineup             
MEM,SAC,Ja Morant GTD  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , S. Adams GTD ,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis ,Expected Lineup             ,Expected Lineup             
