Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
MIL,MIA,Jrue Holiday  ,Grayson Allen  ,K. Middleton  ,G. Antetokounmpo  , Brook Lopez ,Gabe Vincent  ,Max Strus  ,J. Butler GTD  ,Kevin Love  , B. Adebayo GTD ,Expected Lineup             ,Expected Lineup             
MEM,LAL,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,D. Russell  ,Austin Reaves  ,L. James GTD  ,J. Vanderbilt  , A. Davis GTD ,Expected Lineup             ,Expected Lineup             
