Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
DET,WAS,Killian Hayes  ,R.J. Hampton  ,R. McGruder  ,E. Omoruyi  , James Wiseman ,Monte Morris  ,Bradley Beal  ,Deni Avdija  ,K. Porzingis  , D. Gafford ,Expected Lineup             ,Expected Lineup             
CLE,CHA,D. Garland  ,Caris LeVert  ,Isaac Okoro  ,Lamar Stevens  , Evan Mobley ,Terry Rozier  ,K. Oubre GTD  ,G. Hayward  ,P. Washington  , Nick Richards ,Expected Lineup             ,Expected Lineup             
DEN,TOR,J. Murray GTD  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,Fred VanVleet  ,OG Anunoby  ,S. Barnes  ,Pascal Siakam  , Jakob Poeltl ,Expected Lineup             ,Expected Lineup             
LAL,NOP,D. Russell  ,Malik Beasley  ,Troy Brown  ,J. Vanderbilt  , A. Davis GTD ,CJ McCollum  ,Trey Murphy  ,B. Ingram GTD  ,Herbert Jones  , J. Valanciunas ,Expected Lineup             ,Expected Lineup             
ORL,SAS,M. Fultz  ,Gary Harris  ,F. Wagner GTD  ,P. Banchero  , W. Carter ,D. Graham  ,Devin Vassell  ,K. Johnson GTD  ,J. Sochan GTD  , Zach Collins ,Expected Lineup             ,Expected Lineup             
BKN,OKC,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Expected Lineup             ,Expected Lineup             
MIL,PHX,Jrue Holiday  ,Grayson Allen  ,P. Connaughton  ,G. Antetokounmpo  , Brook Lopez ,Chris Paul  ,Devin Booker  ,Josh Okogie  ,T. Craig GTD  , Deandre Ayton ,Expected Lineup             ,Expected Lineup             
NYK,POR,I. Quickley  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,D. Lillard GTD  ,A. Simons  ,M. Thybulle  ,J. Grant GTD  , Jusuf Nurkic ,Expected Lineup             ,Expected Lineup             
