,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Oklahoma City,Philadelphia,7:00,+9 ,-9 ,+9.5 ,-9.5 ,+305,-500,+335,-415
1,Milwaukee,Miami,7:30,+1 ,-1 ,+6 ,-6 ,-111,-111,+200,-240
2,Charlotte,Toronto,7:30,+7.5 ,-7.5 ,+8 ,-8 ,+245,-385,+270,-325
3,Boston,Brooklyn,7:30,-4 ,+4 ,-1.5 ,+1.5 ,-200,+145,-129,+109
4,Dallas,LA Lakers,10:00,-3 ,+3 ,-3 ,+3 ,-167,+120,-152,+132
