Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
LAC,DAL,Terance Mann  ,Paul George  ,Kawhi Leonard  ,Marcus Morris  , Ivica Zubac ,Luka Doncic  ,S. Dinwiddie  ,Tim Hardaway  ,D. Finney-Smith  , Dwight Powell ,Expected Lineup             ,Expected Lineup             
NOP,MIA,CJ McCollum  ,Dyson Daniels  ,Herbert Jones  ,Trey Murphy  , J. Valanciunas ,Kyle Lowry  ,Tyler Herro  ,Caleb Martin  ,Jimmy Butler  , Bam Adebayo ,Expected Lineup             ,Expected Lineup             
NYK,TOR,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , Jericho Sims ,F. VanVleet GTD  ,Gary Trent  ,OG Anunoby GTD  ,S. Barnes  , Pascal Siakam ,Expected Lineup             ,Expected Lineup             
OKC,DEN,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , K. Williams ,J. Murray GTD  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , N. Jokic GTD ,Expected Lineup             ,Expected Lineup             
MEM,PHX,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , Steven Adams ,L. Shamet GTD  ,Mikal Bridges  ,Torrey Craig  ,Dario Saric  , D. Ayton GTD ,Expected Lineup             ,Expected Lineup             
BKN,GSW,Kyrie Irving  ,Joe Harris  ,Royce O'Neale  ,Ben Simmons  , Nic Claxton ,Stephen Curry  ,Jordan Poole  ,Klay Thompson  ,A. Wiggins  , D. Green ,Expected Lineup             ,Expected Lineup             
LAL,POR,D. Schroder  ,P. Beverley  ,Troy Brown  ,L. James GTD  , Thomas Bryant ,D. Lillard  ,A. Simons  ,Josh Hart  ,Jerami Grant  , Jusuf Nurkic ,Expected Lineup             ,Expected Lineup             
