TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
PHX,C,24.3,10.4,6.7,2.0,0.7,0.7,1.5,0.5,56.4,78.9
ATL,PF,24.3,11.6,5.4,2.0,0.6,0.7,1.2,1.1,46.6,85.4
NOP,PG,24.2,11.8,2.8,4.3,0.8,0.3,1.8,1.5,43.6,79.8
DET,C,24.1,10.3,6.7,1.6,0.5,1.0,1.3,0.5,57.9,72.2
GSW,SG,24.1,12.8,3.3,3.0,0.9,0.3,1.4,1.8,43.8,81.2
UTA,SG,24.0,13.7,3.3,2.5,0.8,0.3,1.3,1.7,45.0,83.9
UTA,PG,24.0,12.6,3.0,3.5,0.8,0.3,1.6,1.5,45.5,80.2
MIA,SF,23.9,12.4,4.4,2.5,0.8,0.4,1.7,1.6,49.6,77.7
IND,PF,23.9,11.2,5.4,2.1,0.7,0.6,1.4,1.2,48.6,77.4
MIL,PG,23.9,12.6,3.1,3.4,0.8,0.3,1.3,1.4,44.3,81.2
POR,PG,23.7,11.7,3.1,4.1,0.8,0.2,1.7,1.4,43.6,83.6
UTA,C,23.7,10.7,6.2,1.8,0.5,0.9,1.4,0.4,56.5,74.1
MIN,SG,23.7,12.6,3.4,2.9,0.9,0.2,1.6,1.8,45.9,77.5
HOU,PF,23.6,11.2,5.1,2.0,0.7,0.7,1.2,1.2,51.2,77.5
PHI,SG,23.6,12.6,3.3,2.9,0.8,0.4,1.5,1.7,45.8,82.7
ATL,PG,23.6,11.2,3.2,4.1,0.9,0.3,1.6,1.1,42.7,82.9
CHA,PF,23.5,11.0,5.0,2.2,0.7,0.8,1.2,1.2,49.2,79.2
WAS,PG,23.5,11.6,3.0,3.9,0.8,0.3,1.5,1.3,43.1,80.7
MEM,PF,23.5,11.4,4.8,2.1,0.6,0.8,1.3,1.2,46.2,81.8
MIA,PG,23.4,11.5,3.1,4.0,0.8,0.2,1.8,1.7,42.5,82.8
LAL,C,23.3,9.7,6.3,2.0,0.6,0.7,1.1,0.4,57.2,67.6
MEM,PG,23.3,11.2,3.4,3.9,0.7,0.2,1.5,1.5,41.0,82.1
WAS,SG,23.2,12.7,3.5,2.6,0.8,0.3,1.3,1.7,45.0,82.6
HOU,SG,23.2,12.9,2.9,2.4,1.0,0.3,1.1,2.2,46.7,81.1
SAC,C,23.2,10.0,6.0,2.1,0.5,0.9,1.3,0.5,57.0,73.0
TOR,C,23.1,10.4,6.5,1.4,0.3,0.8,1.5,0.6,57.6,73.8
DAL,PF,23.1,11.3,5.3,2.0,0.6,0.5,1.2,1.2,50.2,77.8
MIN,PF,23.0,11.5,4.7,1.8,0.9,0.5,1.2,1.4,46.7,77.9
SAC,SG,23.0,12.9,3.1,2.4,0.9,0.3,1.5,1.7,45.7,81.9
BOS,PG,23.0,12.1,3.0,3.3,0.7,0.3,1.4,1.4,46.1,83.1
DET,PF,22.9,11.1,5.4,1.7,0.5,0.7,1.2,1.1,52.4,78.6
PHI,PG,22.8,11.1,2.8,4.0,0.8,0.2,1.6,1.2,43.0,81.5
DAL,PG,22.8,11.8,2.9,3.7,0.8,0.2,1.5,1.3,43.9,84.1
LAL,PF,22.6,10.3,5.0,2.0,0.8,0.6,1.0,1.0,46.4,72.7
OKC,SF,22.6,11.5,4.0,2.2,0.9,0.5,1.5,1.4,44.9,79.9
LAC,PF,22.6,10.5,5.2,1.9,0.8,0.6,1.2,1.0,47.5,75.1
ATL,SF,22.5,11.8,4.0,2.0,0.8,0.4,1.3,1.3,45.1,82.0
CLE,PF,22.5,11.1,4.8,1.9,0.8,0.5,1.3,1.1,47.7,76.7
CHI,C,22.5,9.8,5.8,1.9,0.5,0.8,1.4,0.6,57.0,67.5
IND,SG,22.5,11.9,3.4,2.7,0.9,0.3,1.5,1.7,43.0,85.4
ORL,SG,22.4,11.4,3.0,3.0,0.9,0.3,1.6,1.8,41.1,78.7
PHX,PF,22.4,10.9,4.9,1.9,0.8,0.5,1.3,1.0,51.7,77.6
OKC,SG,22.3,12.0,3.4,2.5,0.8,0.3,1.6,1.8,44.1,77.6
SAC,PF,22.2,11.0,4.7,1.9,0.6,0.6,1.2,0.9,50.8,83.4
ORL,SF,22.1,11.6,3.8,2.1,0.7,0.5,1.3,1.6,45.8,79.8
PHX,SG,22.1,12.1,3.1,2.6,0.8,0.3,1.6,1.6,42.7,82.8
PHX,PG,22.1,11.9,2.7,3.3,0.7,0.2,1.5,1.4,43.5,83.0
ORL,PF,22.0,10.5,5.0,1.8,0.6,0.5,1.1,1.1,49.0,79.2
LAL,SG,22.0,12.0,3.1,2.4,0.8,0.3,1.1,1.7,43.9,82.3
DET,SG,22.0,11.9,2.9,2.7,0.8,0.3,1.1,1.6,45.0,83.5
TOR,PF,22.0,10.7,5.1,1.8,0.6,0.6,1.6,1.1,49.9,78.2
CLE,C,22.0,9.2,6.2,1.6,0.7,0.6,1.2,0.6,52.0,77.3
MEM,SG,22.0,11.8,3.3,2.6,0.8,0.3,1.3,1.6,44.0,80.2
GSW,PF,22.0,11.1,5.0,1.6,0.6,0.4,1.3,1.2,47.8,74.3
IND,SF,22.0,11.3,4.2,2.1,0.7,0.4,1.4,1.3,45.0,83.6
SAC,SF,21.9,12.0,3.7,1.9,0.8,0.4,1.3,1.2,48.0,78.4
CHA,SG,21.8,11.6,2.9,2.8,0.7,0.3,1.3,1.6,44.2,83.7
WAS,SF,21.8,12.0,3.7,2.0,0.6,0.4,1.0,1.6,46.2,86.1
BOS,PF,21.8,11.6,4.7,1.7,0.5,0.5,1.3,1.1,48.6,82.3
HOU,C,21.8,8.9,5.9,1.9,0.5,1.0,1.4,0.4,55.6,74.5
MIN,SF,21.7,11.4,3.8,2.2,0.7,0.3,1.2,1.6,46.6,81.6
MIL,C,21.6,8.8,5.9,1.8,0.6,0.7,1.1,0.6,48.9,71.9
POR,SG,21.6,11.7,3.1,2.4,0.9,0.2,1.4,1.7,43.6,78.9
MIA,PF,21.5,10.1,5.1,1.9,0.6,0.5,1.3,1.0,48.4,74.0
NOP,SG,21.5,12.0,2.7,2.6,0.7,0.3,1.5,1.8,43.5,79.8
WAS,PF,21.5,10.7,4.8,1.7,0.5,0.6,1.0,1.2,46.4,80.9
NOP,PF,21.4,10.5,4.6,1.6,0.6,0.7,1.1,1.2,49.5,80.9
PHI,PF,21.4,10.9,4.7,1.7,0.5,0.5,1.5,0.9,49.5,78.9
SAS,SG,21.4,11.3,2.9,2.6,0.9,0.3,1.2,1.5,44.7,79.9
LAC,C,21.4,9.4,5.6,1.8,0.5,0.7,1.1,0.4,57.1,77.1
MEM,C,21.4,8.9,5.5,1.9,0.6,0.9,1.3,0.5,52.1,69.4
NYK,SG,21.4,11.7,3.1,2.6,0.5,0.3,1.3,1.7,44.4,80.7
DAL,SG,21.3,11.1,3.4,2.7,0.6,0.3,1.4,1.5,42.5,82.5
SAS,PF,21.3,10.4,4.6,1.8,0.7,0.5,1.2,1.0,52.5,79.1
MIN,C,21.3,8.7,5.6,1.9,0.7,0.8,1.4,0.6,50.6,66.1
BKN,PF,21.3,10.5,5.1,1.5,0.7,0.5,1.3,0.8,47.6,76.2
CLE,SF,21.3,11.4,3.4,2.0,0.9,0.4,1.3,1.5,47.1,80.2
TOR,SG,21.3,11.2,3.2,3.0,0.6,0.2,1.5,1.6,45.5,82.6
DEN,SG,21.2,11.3,2.9,2.7,0.8,0.3,1.4,1.6,44.1,78.7
GSW,SF,21.2,11.3,3.5,2.1,0.8,0.3,1.0,1.4,46.2,77.9
CLE,PG,21.1,10.7,2.6,3.5,0.8,0.3,1.5,1.3,44.2,81.0
NOP,SF,21.1,10.9,3.6,2.0,0.8,0.4,1.3,1.3,45.1,78.2
POR,C,21.1,9.7,5.3,1.7,0.5,0.7,1.1,0.5,55.3,68.6
MIL,PF,21.1,10.3,4.7,1.7,0.7,0.5,1.2,1.1,46.6,83.9
PHI,C,21.0,8.7,6.0,1.5,0.5,0.8,1.1,0.5,53.8,75.3
WAS,C,21.0,9.8,5.5,1.3,0.4,0.7,1.1,0.5,52.0,78.3
DAL,SF,21.0,10.7,4.2,2.0,0.7,0.4,1.4,1.2,48.4,79.5
MEM,SF,20.9,10.7,3.7,2.3,0.7,0.4,1.4,1.3,44.0,79.6
ATL,SG,20.9,11.0,3.3,2.6,0.7,0.2,1.5,1.5,42.9,81.9
BKN,SF,20.9,11.2,3.7,1.9,0.7,0.4,1.3,1.4,43.7,78.1
MIL,SG,20.8,11.1,3.3,2.4,0.7,0.1,1.2,1.4,42.8,82.0
CHI,SF,20.8,10.9,3.8,2.2,0.5,0.3,1.3,1.4,45.8,77.5
LAL,SF,20.8,10.6,3.8,1.9,0.9,0.4,1.0,1.4,45.1,78.4
POR,SF,20.8,10.5,3.7,2.2,0.9,0.3,1.1,1.2,45.6,78.5
DEN,PF,20.8,9.8,4.3,1.8,0.8,0.6,1.0,1.0,51.8,71.4
UTA,PF,20.6,9.9,4.5,1.7,0.7,0.6,1.1,0.8,48.9,77.9
DAL,C,20.5,9.2,5.7,1.6,0.4,0.6,0.9,0.4,59.3,67.7
BOS,SF,20.5,10.8,3.8,1.8,0.8,0.4,1.2,1.2,45.8,82.6
CHA,SF,20.5,10.8,3.7,2.1,0.6,0.4,1.3,1.3,45.2,81.8
HOU,SF,20.4,10.4,3.6,1.8,0.9,0.4,1.2,1.5,46.6,81.0
CLE,SG,20.4,11.1,2.8,2.3,0.9,0.2,1.4,1.5,43.2,83.1
ORL,C,20.3,8.9,5.4,1.3,0.6,0.8,0.9,0.4,56.9,69.5
PHI,SF,20.2,10.9,3.5,1.8,0.6,0.4,1.3,1.3,46.8,82.3
NYK,SF,20.2,10.1,3.9,2.0,0.7,0.3,1.1,1.2,43.9,78.3
BOS,SG,20.2,10.9,3.0,2.3,0.7,0.3,1.1,1.5,43.7,81.5
LAC,SG,20.1,10.7,2.9,2.4,0.7,0.2,1.2,1.5,42.6,79.3
BKN,C,20.0,9.0,5.7,1.3,0.5,0.6,1.1,0.5,50.6,65.6
MIL,SF,20.0,10.8,3.6,1.8,0.6,0.4,1.2,1.1,45.2,78.0
DEN,C,19.9,8.6,5.1,1.5,0.6,0.8,1.0,0.5,53.2,68.6
SAS,SF,19.8,10.4,3.2,2.0,0.9,0.3,1.1,1.3,49.6,77.8
NOP,C,19.8,8.6,5.2,1.5,0.5,0.8,1.1,0.5,57.1,73.3
LAC,SF,19.8,10.2,3.7,1.8,0.7,0.3,1.1,1.2,46.9,75.0
TOR,SF,19.8,10.8,3.3,2.0,0.5,0.4,1.3,1.4,48.0,82.8
UTA,SF,19.8,10.4,3.4,1.7,0.9,0.3,1.0,1.2,45.9,77.1
MIA,C,19.7,8.2,5.8,1.5,0.5,0.6,1.3,0.4,56.9,72.2
DEN,SF,19.7,10.0,3.2,2.1,0.8,0.4,1.0,1.2,46.1,73.6
NYK,PF,19.7,9.7,4.2,1.7,0.5,0.6,1.1,1.1,47.7,78.0
POR,PF,19.6,10.0,4.0,1.7,0.6,0.4,1.1,0.9,48.7,75.3
PHX,SF,19.2,9.7,3.4,1.8,0.8,0.4,1.2,1.1,45.6,78.6
BOS,C,19.1,8.4,5.8,1.4,0.3,0.5,1.2,0.4,55.0,70.1
DET,SF,18.9,10.4,3.1,1.7,0.6,0.4,1.1,1.3,45.9,82.3
NYK,C,18.9,8.3,5.3,1.4,0.4,0.6,1.0,0.5,53.7,67.8
