TEAM,POS,FPTS ALLOWED,PTS,REB,AST,STL,BLK,TO,3PM,FG%,FT%
SAS,PG,27.2,14.2,3.2,4.1,1.0,0.3,1.5,1.9,49.3,81.2
GSW,PG,26.8,13.3,3.5,4.4,1.0,0.3,1.7,1.6,44.8,80.8
SAC,PG,26.6,14.0,3.2,4.1,1.0,0.2,1.9,1.6,46.6,85.1
MIN,PG,26.5,13.5,3.5,4.3,0.9,0.2,1.9,1.7,44.3,80.5
ATL,C,26.0,11.6,7.1,1.8,0.6,0.9,1.3,0.6,59.6,77.4
OKC,PG,25.9,13.1,3.4,4.1,0.9,0.3,2.0,1.6,43.3,85.2
TOR,PG,25.7,12.7,3.2,4.6,0.9,0.3,2.2,1.5,46.3,82.2
IND,PG,25.6,13.2,3.1,3.9,0.9,0.3,1.7,1.8,42.4,86.5
CHA,PG,25.5,13.1,3.2,4.1,0.7,0.4,1.9,1.6,46.8,82.8
DEN,PG,25.5,12.9,2.9,4.7,0.7,0.2,1.6,1.5,44.7,83.7
DET,PG,25.5,12.8,3.0,4.2,0.9,0.3,1.4,1.4,45.3,82.1
BKN,PG,25.4,12.5,3.3,4.0,1.1,0.2,1.6,1.7,42.5,83.9
CHA,C,25.4,10.7,6.8,1.8,0.6,1.2,1.3,0.6,53.7,72.7
LAL,PG,25.4,13.0,3.0,4.1,0.9,0.3,1.7,1.5,44.8,80.8
HOU,PG,25.3,12.3,2.7,4.3,1.1,0.3,1.5,1.8,43.6,81.2
ORL,PG,25.2,12.6,2.8,4.4,1.0,0.3,1.8,1.4,43.8,84.2
IND,C,25.1,10.8,7.0,1.8,0.6,0.8,1.5,0.5,55.9,75.5
GSW,C,25.1,11.3,6.7,1.9,0.7,0.7,1.7,0.6,53.9,72.2
MIA,SG,24.8,13.1,3.6,3.2,0.8,0.3,1.8,2.1,45.3,78.3
BKN,SG,24.8,13.7,3.0,2.9,0.9,0.3,1.4,2.3,44.6,80.4
LAC,PG,24.8,11.9,3.2,4.0,1.0,0.3,1.4,1.6,42.5,81.6
CHI,SG,24.7,12.9,3.6,3.2,0.7,0.4,1.6,1.9,45.5,79.5
NYK,PG,24.7,12.1,3.3,4.0,0.7,0.4,1.5,1.5,42.2,80.1
OKC,C,24.7,10.6,6.9,1.9,0.5,0.9,1.5,0.5,57.9,73.7
CHI,PG,24.6,12.3,3.2,4.0,0.8,0.4,1.8,1.6,44.1,83.8
SAS,C,24.6,11.1,6.3,1.9,0.6,0.8,1.4,0.5,58.0,70.5
CHI,PF,24.4,11.4,5.5,2.2,0.6,0.6,1.1,1.4,48.4,77.8
OKC,PF,24.3,11.8,5.5,1.7,0.7,0.9,1.4,1.2,48.4,78.7
