TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
DEN Nuggets,-14.5,O 228.5,−1400,−115,−110
DET Pistons,+14.5,U 228.5,+850,−105,−110
OKC Thunder,+6.5,O 231,+215,−110,−110
TOR Raptors,-6.5,U 231,−255,−110,−110
SAC Kings,+2.5,O 238,+120,−110,−110
BKN Nets,-2.5,U 238,−140,−110,−110
IND Pacers,+13,O 238,+650,−105,−110
MIL Bucks,-13,U 238,−950,−115,−110
ORL Magic,+8,O 228,+265,−110,−110
PHO Suns,-8,U 228,−320,−110,−110
