Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
CLE,ORL,Ricky Rubio  ,Danny Green  ,Lamar Stevens  ,Dean Wade  , Robin Lopez ,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Expected Lineup             ,Expected Lineup             
MIA,PHI,Gabe Vincent  ,Tyler Herro  ,Max Strus  ,Jimmy Butler  , B. Adebayo GTD ,James Harden  ,T. Maxey GTD  ,Tobias Harris  ,P. Tucker GTD  , Joel Embiid ,Expected Lineup             ,Expected Lineup             
POR,SAS,Skylar Mays  ,S. Sharpe GTD  ,C. Reddish GTD  ,T. Watford GTD  , D. Eubanks GTD ,Tre Jones  ,M. Branham  ,K. Johnson GTD  ,K. Bates-Diop  , Z. Collins GTD ,Expected Lineup             ,Expected Lineup             
OKC,UTA,S. Gilgeous-Alexander  ,Josh Giddey  ,L. Dort GTD  ,J. Williams  , J. Williams ,Kris Dunn  ,Ochai Agbaji  ,T. Horton-Tucker  ,Kelly Olynyk  , U. Azubuike ,Expected Lineup             ,Expected Lineup             
DEN,PHX,J. Murray GTD  ,K. Caldwell-Pope GTD  ,M. Porter GTD  ,A. Gordon GTD  , N. Jokic GTD ,Chris Paul  ,Devin Booker  ,Josh Okogie  ,Kevin Durant  , Deandre Ayton ,Expected Lineup             ,Expected Lineup             
