,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Toronto,Washington,14:00:00,+1.5,-1.5,-2.5,+2.5,+105,-132,-136,+116
1,Detroit,Cleveland,16:30:00,+11.5,-11.5,+16,-16,+425,-714,+870,-1500
2,Atlanta,Miami,17:00:00,+4.5,-4.5,+1.5,-1.5,+170,-185,+100,-120
3,Houston,San Antonio,17:00:00,+2.5,-2.5,+1,-1,+119,-141,-107,-113
4,Philadelphia,Milwaukee,17:30:00,+5.5,-5.5,+5,-5,+180,-238,+170,-195
