Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
CHI,DET,Ayo Dosunmu  ,Zach LaVine  ,DeMar DeRozan  ,P. Williams  , N. Vucevic ,Killian Hayes  ,Jaden Ivey  ,B. Bogdanovic  ,I. Stewart  , J. Duren GTD ,Expected Lineup             ,Expected Lineup             
GSW,BOS,Stephen Curry  ,Klay Thompson  ,A. Wiggins  ,D. Green  , Kevon Looney ,Marcus Smart  ,Derrick White  ,J. Brown GTD  ,Jayson Tatum  , Al Horford ,Expected Lineup             ,Expected Lineup             
TOR,MIN,Fred VanVleet  ,Gary Trent  ,OG Anunoby  ,S. Barnes  , Pascal Siakam ,D. Russell  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , Naz Reid ,Expected Lineup             ,Expected Lineup             
BKN,PHX,Kyrie Irving  ,Joe Harris  ,Royce O'Neale  ,Ben Simmons  , Nic Claxton ,D. Washington  ,Mikal Bridges  ,Torrey Craig  ,Dario Saric  , Deandre Ayton ,Expected Lineup             ,Expected Lineup             
PHI,POR,James Harden  ,D. Melton  ,Tobias Harris  ,P.J. Tucker  , Joel Embiid ,D. Lillard  ,A. Simons  ,Josh Hart  ,Jerami Grant  , J. Nurkic GTD ,Expected Lineup             ,Expected Lineup             
