TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
BOS Celtics,+8.5,O 226,+300,−110,−110
MIL Bucks,-8.5,U 226,−365,−110,−110
ORL Magic,+7,O 221.5,+235,−110,−110
TOR Raptors,-7,U 221.5,−280,−110,−110
SAC Kings,+2.5,O 233.5,+120,−110,−110
PHO Suns,-2.5,U 233.5,−140,−110,−110
GS Warriors,+8.5,O 227.5,+290,−110,−110
LA Clippers,-8.5,U 227.5,−350,−110,−110
WAS Wizards,+3.5,O 235.5,+135,−115,−110
POR Trail Blazers,-3.5,U 235.5,−155,−105,−110
