,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Boston,Toronto,14:00:00,-4,+4,-1,+1,-250,+170,-113,-107
1,Orlando,Washington,16:00:00,+5.5,-5.5,+7,-7,+190,-210,+240,-285
2,Milwaukee,Cleveland,16:30:00,+2,-2,+1.5,-1.5,+108,-127,+105,-125
3,Charlotte,Atlanta,16:30:00,+9.5,-9.5,+7,-7,+375,-420,+235,-280
4,Houston,Minnesota,17:00:00,+8,-8,+8.5,-8.5,+260,-400,+280,-350
5,Indiana,Phoenix,18:00:00,+6,-6,+4,-4,+205,-225,+145,-165
