Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NOP,ORL,CJ McCollum  ,Trey Murphy  ,Dyson Daniels  ,N. Marshall GTD  , J. Valanciunas ,M. Fultz  ,Gary Harris  ,F. Wagner GTD  ,P. Banchero  , W. Carter ,Expected Lineup             ,Expected Lineup             
NYK,ATL,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , I. Hartenstein ,Trae Young GTD  ,D. Murray  ,D. Hunter  ,John Collins  , O. Okongwu ,Expected Lineup             ,Expected Lineup             
GSW,CLE,Stephen Curry  ,Jordan Poole  ,A. Wiggins  ,D. Green  , Kevon Looney ,D. Garland  ,D. Mitchell GTD  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Expected Lineup             ,Expected Lineup             
MIA,DAL,Kyle Lowry  ,Tyler Herro  ,Caleb Martin  ,Jimmy Butler  , Bam Adebayo ,Luka Doncic  ,S. Dinwiddie  ,T. Hardaway GTD  ,D. Finney-Smith  , Dwight Powell ,Expected Lineup             ,Expected Lineup             
LAC,SAS,Terance Mann  ,Paul George  ,Kawhi Leonard  ,Marcus Morris  , Ivica Zubac ,Tre Jones  ,R. Langford  ,K. Johnson  ,Jeremy Sochan  , Jakob Poeltl ,Expected Lineup             ,Expected Lineup             
IND,DEN,A. Nembhard  ,Buddy Hield  ,B. Mathurin  ,Aaron Nesmith  , Myles Turner ,J. Murray GTD  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,Expected Lineup             ,Expected Lineup             
BKN,UTA,Kyrie Irving  ,Joe Harris  ,Royce O'Neale  ,Ben Simmons  , Nic Claxton ,Mike Conley  ,J. Clarkson  ,Malik Beasley  ,L. Markkanen  , W. Kessler ,Expected Lineup             ,Expected Lineup             
MEM,LAL,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , Steven Adams ,D. Schroder  ,P. Beverley  ,Troy Brown  ,L. James GTD  , Thomas Bryant ,Expected Lineup             ,Expected Lineup             
OKC,SAC,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , K. Williams ,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis GTD ,Expected Lineup             ,Expected Lineup             
