Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
BOS,WAS,Marcus Smart  ,Derrick White  ,Jaylen Brown  ,Jayson Tatum  , Al Horford ,M. Morris GTD  ,Corey Kispert  ,Deni Avdija  ,K. Porzingis  , D. Gafford GTD ,Expected Lineup             ,Expected Lineup             
CLE,ATL,D. Garland  ,D. Mitchell  ,I. Okoro GTD  ,Evan Mobley  , J. Allen GTD ,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , Clint Capela ,Expected Lineup             ,Expected Lineup             
MIA,TOR,Gabe Vincent  ,Tyler Herro  ,J. Butler GTD  ,Kevin Love  , Bam Adebayo ,Fred VanVleet  ,OG Anunoby  ,S. Barnes  ,Pascal Siakam  , Jakob Poeltl ,Expected Lineup             ,Expected Lineup             
CHA,OKC,Dennis Smith  ,S. Mykhailiuk  ,K. Oubre GTD  ,P. Washington  , Nick Richards ,S. Gilgeous-Alexander GTD  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Expected Lineup             ,Expected Lineup             
ORL,MEM,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Tyus Jones  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,Expected Lineup             ,Expected Lineup             
NOP,GSW,CJ McCollum  ,Trey Murphy  ,B. Ingram  ,Herbert Jones  , J. Valanciunas ,Stephen Curry  ,Klay Thompson  ,D. DiVincenzo  ,D. Green GTD  , Kevon Looney ,Expected Lineup             ,Expected Lineup             
