Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,53,1089,14.8,.548,.261,.316,9.4,23.7,16.0,6.5,1.3,2.7,11.6,19.3,,0.7,1.3,2.0,.089,,-1.6,-0.8,-2.5,-0.1
2,Steven Adams,C,29,MEM,42,1133,17.5,.564,.004,.490,20.1,25.3,22.7,11.2,1.5,3.7,19.8,14.6,,1.3,2.1,3.4,.144,,-0.3,0.9,0.5,0.7
3,Bam Adebayo,C,25,MIA,73,2566,20.0,.592,.011,.365,7.9,23.7,15.5,16.1,1.7,2.4,12.8,25.3,,3.4,3.8,7.2,.135,,0.7,0.8,1.4,2.2
4,Ochai Agbaji,SG,22,UTA,56,1117,9.9,.585,.624,.188,4.1,7.1,5.6,6.7,0.6,1.1,8.7,14.6,,1.2,0.4,1.6,.067,,-1.2,-1.4,-2.6,-0.2
5,Santi Aldama,PF,22,MEM,77,1682,13.9,.591,.507,.274,5.4,18.0,11.7,7.6,1.3,2.6,9.3,16.0,,2.1,2.4,4.6,.130,,-0.3,0.8,0.4,1.0
6,Nickeil Alexander-Walker,SG,24,TOT,57,851,11.3,.556,.530,.212,1.8,10.9,6.5,16.6,1.7,2.0,14.6,17.9,,0.2,0.8,1.0,.056,,-1.6,0.4,-1.1,0.2
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,13.0,.609,.512,.229,1.7,10.3,6.1,20.0,2.2,2.2,19.4,18.4,,0.3,0.5,0.8,.074,,-0.6,1.1,0.4,0.3
6,Nickeil Alexander-Walker,SG,24,MIN,21,323,8.5,.474,.558,.186,2.1,11.9,7.1,11.0,1.0,1.6,6.1,17.2,,-0.1,0.3,0.2,.027,,-3.1,-0.6,-3.7,-0.1
7,Grayson Allen,SG,27,MIL,72,1972,12.3,.612,.657,.226,3.4,8.9,6.2,10.9,1.5,0.6,10.5,14.6,,2.9,2.3,5.2,.125,,-0.6,0.7,0.1,1.0
8,Jarrett Allen,C,24,CLE,67,2208,19.9,.671,.014,.355,11.7,23.6,17.6,7.5,1.2,3.4,11.3,16.4,,5.5,3.9,9.4,.205,,1.3,1.0,2.4,2.4
9,Jose Alvarado,PG,24,NOP,61,1310,11.8,.525,.505,.164,2.4,9.8,6.1,19.9,2.5,0.7,13.4,19.8,,0.1,1.7,1.8,.065,,-2.0,0.7,-1.2,0.3
10,Kyle Anderson,PF,29,MIN,67,1896,15.0,.584,.210,.283,3.9,17.0,10.5,22.9,1.9,2.8,15.6,14.5,,2.5,2.5,5.0,.127,,0.2,2.4,2.6,2.2
