TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
CLE Cavaliers,-1.5,O 219.5,−130,−110,−115
UTA Jazz,+1.5,U 219.5,+100,−120,−115
PHO Suns,+11.5,O 232.5,+460,−115,−110
GS Warriors,-11.5,U 232.5,−670,−115,−120
ORL Magic,+0.5,O 226.5,−115,−115,−120
POR Trail Blazers,-0.5,U 226.5,−115,−115,−110
DAL Mavericks,pk,O 224.5,−105,+100,−105
LA Clippers,pk,U 224.5,−115,−120,−115
