Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
PHI,BKN,James Harden  ,Tyrese Maxey  ,Tobias Harris  ,P.J. Tucker  , Paul Reed ,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,Confirmed Lineup             ,Confirmed Lineup             
PHX,LAC,Chris Paul  ,Devin Booker  ,Kevin Durant  ,Torrey Craig  , Deandre Ayton ,R. Westbrook  ,Eric Gordon  ,Norman Powell  ,Nicolas Batum  , Ivica Zubac ,Expected Lineup             ,Expected Lineup             
MIL,MIA,Jrue Holiday  ,Grayson Allen  ,K. Middleton  ,G. Antetokounmpo GTD  , Brook Lopez ,Gabe Vincent  ,D. Robinson  ,Max Strus  ,Jimmy Butler  , Bam Adebayo ,Expected Lineup             ,Expected Lineup             
MEM,LAL,Ja Morant GTD  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,D. Russell  ,Austin Reaves  ,L. James GTD  ,J. Vanderbilt  , A. Davis GTD ,Expected Lineup             ,Expected Lineup             
