TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
MEM Grizzlies,-7,O 230.5,−265,−110,−110
ORL Magic,+7,U 230.5,+225,−110,−110
BOS Celtics,-3,O 232,−145,−110,−110
DAL Mavericks,+3,U 232,+125,−110,−110
UTA Jazz,-6.5,O 230.5,−250,−110,−110
HOU Rockets,+6.5,U 230.5,+210,−110,−110
LA Clippers,+5,O 228.5,+165,−110,−110
DEN Nuggets,-5,U 228.5,−195,−110,−110
