,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Atlanta,Boston,16:00:00,+10,-10,+10,-10,+450,-833,+405,-510
1,New York,Cleveland,16:30:00,+4,-4,+6,-6,+148,-170,+197,-227
