,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Denver,Washington,16:00:00,-7,+7,-8,+8,-294,+240,-325,+270
1,New York,Miami,16:30:00,+2,-2,+2,-2,+115,-147,+105,-125
2,Indiana,Toronto,16:30:00,+9,-9,+9,-9,+305,-455,+320,-400
3,Golden State,Dallas,16:30:00,-1.5,+1.5,-1,+1,-119,+101,-117,-103
4,Philadelphia,Chicago,17:00:00,-4,+4,-3.5,+3.5,-175,+135,-160,+140
5,Houston,Memphis,17:00:00,+13.5,-13.5,+12.5,-12.5,+650,-1429,+615,-850
6,San Antonio,Milwaukee,17:00:00,+17.5,-17.5,+17.5,-17.5,+1000,-5000,+850,-2100
7,Atlanta,Minnesota,17:00:00,+4,-4,+5,-5,+150,-182,+170,-195
8,Portland,Utah,18:00:00,+1,-1,+5,-5,-105,-116,+173,-198
