Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
MIL,DET,Jrue Holiday  ,Grayson Allen  ,K. Middleton  ,G. Antetokounmpo GTD  , Brook Lopez ,Killian Hayes  ,Jaden Ivey  ,Isaiah Livers  ,Marvin Bagley  , James Wiseman ,Expected Lineup             ,Expected Lineup             
DAL,IND,Kyrie Irving  ,Josh Green  ,R. Bullock  ,Maxi Kleber  , Dwight Powell ,T. Haliburton GTD  ,A. Nembhard  ,B. Mathurin  ,Aaron Nesmith  , M. Turner GTD ,Expected Lineup             ,Expected Lineup             
HOU,NYK,Kevin Porter  ,Jalen Green  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,J. Brunson GTD  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Expected Lineup             ,Expected Lineup             
PHX,UTA,Chris Paul  ,Devin Booker  ,Josh Okogie  ,Torrey Craig  , D. Ayton GTD ,T. Horton-Tucker  ,Ochai Agbaji  ,L. Markkanen GTD  ,Kelly Olynyk  , W. Kessler ,Expected Lineup             ,Expected Lineup             
PHI,DEN,J. Harden GTD  ,Tyrese Maxey  ,Tobias Harris  ,P.J. Tucker  , J. Embiid GTD ,Jamal Murray  ,K. Caldwell-Pope  ,M. Porter GTD  ,Aaron Gordon  , Nikola Jokic ,Expected Lineup             ,Expected Lineup             
NOP,POR,CJ McCollum  ,Trey Murphy  ,B. Ingram  ,Herbert Jones  , J. Valanciunas ,R. Arcidiacono  ,S. Sharpe  ,M. Thybulle  ,Nassir Little  , Drew Eubanks ,Expected Lineup             ,Expected Lineup             
MIN,SAC,Mike Conley  ,A. Edwards  ,J. McDaniels  ,K. Towns  , Rudy Gobert ,D. Fox GTD  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis ,Expected Lineup             ,Expected Lineup             
CHI,LAC,P. Beverley  ,Alex Caruso  ,Zach LaVine  ,P. Williams  , N. Vucevic ,R. Westbrook  ,Eric Gordon  ,K. Leonard GTD  ,Marcus Morris  , Ivica Zubac ,Expected Lineup             ,Expected Lineup             
