,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Utah,Orlando,16:00:00,-1,+1,+3.5,-3.5,-105,-105,+145,-165
1,Houston,Indiana,16:00:00,+9,-9,+9.5,-9.5,+380,-500,+350,-430
2,Charlotte,Detroit,16:00:00,-2,+2,-4,+4,-127,+117,-165,+145
3,Golden State,Memphis,16:30:00,-1.5,+1.5,-2.5,+2.5,-119,+101,-138,+118
4,Brooklyn,Milwaukee,17:00:00,+11,-11,+9.5,-9.5,+480,-570,+370,-460
