TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
BOS Celtics,+2.5,O 236.5,+120,−110,−110
MIL Bucks,-2.5,U 236.5,−140,−110,−110
NO Pelicans,+5.5,O 226.5,+185,−105,−110
DEN Nuggets,-5.5,U 226.5,−215,−115,−110
