,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Orlando,Charlotte,16:00:00,-4,+4,-4,+4,-182,+140,-165,+145
1,Brooklyn,Boston,16:30:00,+10.5,-10.5,+11,-11,+400,-667,+430,-550
2,Portland,Atlanta,16:30:00,+7.5,-7.5,+7.5,-7.5,+240,-333,+250,-300
3,Phoenix,Chicago,17:00:00,-6,+6,-3.5,+3.5,-250,+190,-158,+138
4,New York,Miami,17:00:00,+1,-1,-3,+3,-105,-116,-150,+130
5,Utah,Oklahoma City,17:00:00,-3,+3,+1,-1,-152,+128,-105,-115
6,Memphis,Denver,19:00:00,+6,-6,+4.5,-4.5,+190,-250,+165,-190
7,New Orleans,Golden State,19:00:00,+5.5,-5.5,+4.5,-4.5,+170,-200,+160,-180
8,LA Clippers,Sacramento,19:00:00,+3,-3,+8.5,-8.5,+120,-140,+275,-330
