TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
NY Knicks,-3.5,O 228,−165,−115,−110
ORL Magic,+3.5,U 228,+140,−105,−110
CLE Cavaliers,-4,O 219,−165,−105,−110
BKN Nets,+4,U 219,+140,−115,−110
CHA Hornets,+9,O 225,+310,−110,−110
NO Pelicans,-9,U 225,−380,−110,−110
OKC Thunder,+4,O 232,+150,−110,−110
LA Clippers,-4,U 232,−175,−110,−110
