Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
PHI,CLE,James Harden  ,Tyrese Maxey  ,Tobias Harris  ,P.J. Tucker  , Joel Embiid ,D. Garland  ,D. Mitchell  ,Isaac Okoro  ,Lamar Stevens  , Evan Mobley ,Expected Lineup             ,Expected Lineup             
MEM,MIA,Tyus Jones  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,Gabe Vincent  ,Tyler Herro  ,Jimmy Butler  ,Kevin Love  , Bam Adebayo ,Expected Lineup             ,Expected Lineup             
SAC,CHI,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis ,P. Beverley  ,A. Caruso GTD  ,Zach LaVine  ,DeMar DeRozan  , N. Vucevic ,Expected Lineup             ,Expected Lineup             
LAL,HOU,D. Russell  ,Malik Beasley  ,Troy Brown  ,Rui Hachimura  , J. Vanderbilt ,Kevin Porter  ,Jalen Green  ,Kenyon Martin  ,Jabari Smith  , A. Sengun GTD ,Expected Lineup             ,Expected Lineup             
BOS,MIN,Marcus Smart  ,Derrick White  ,Jaylen Brown  ,Jayson Tatum  , Al Horford ,Mike Conley  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , R. Gobert GTD ,Expected Lineup             ,Expected Lineup             
DAL,SAS,Jaden Hardy  ,T. Hardaway GTD  ,Josh Green  ,R. Bullock  , Dwight Powell ,Tre Jones  ,M. Branham GTD  ,K. Johnson  ,K. Bates-Diop  , S. Mamukelashvili ,Expected Lineup             ,Expected Lineup             
GSW,LAC,Stephen Curry  ,Klay Thompson  ,D. DiVincenzo  ,J. Kuminga GTD  , D. Green ,R. Westbrook  ,Paul George  ,Kawhi Leonard  ,Marcus Morris  , Ivica Zubac ,Expected Lineup             ,Expected Lineup             
