,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Denver,Orlando,16:00:00,-6,+6,-6,+6,-263,+225,-240,+200
1,Phoenix,Atlanta,16:30:00,+1,-1,+7,-7,-109,-108,+225,-265
2,Chicago,Brooklyn,16:30:00,+3.5,-3.5,+1,-1,+133,-156,-105,-115
