Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
MIA,NYK,Gabe Vincent  ,Max Strus  ,J. Butler GTD  ,Kevin Love  , Bam Adebayo ,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Expected Lineup             ,Expected Lineup             
LAL,GSW,D. Russell  ,Austin Reaves  ,L. James GTD  ,J. Vanderbilt  , A. Davis GTD ,Stephen Curry  ,Klay Thompson  ,Gary Payton  ,A. Wiggins  , D. Green ,Expected Lineup             ,Expected Lineup             
