TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
IND Pacers,+9,O 242,+330,−110,−110
ATL Hawks,-9,U 242,−410,−110,−110
BKN Nets,+6,O 220,+190,−110,−115
MIA Heat,-6,U 220,−225,−110,−105
MIL Bucks,+3,O 237,+130,−110,−110
DEN Nuggets,-3,U 237,−150,−110,−110
UTA Jazz,+7.5,O 236.5,+245,−110,−110
SAC Kings,-7.5,U 236.5,−295,−110,−110
PHI 76ers,+1.5,O 225,+105,−110,−110
PHO Suns,-1.5,U 225,−125,−110,−110
NO Pelicans,+5,O 223.5,+170,−110,−110
LA Clippers,-5,U 223.5,−200,−110,−110
