TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
CHI Bulls,+6.5,,+675,−110,
BOS Celtics,-6.5,,−1100,−120,
MIL Bucks,-1.5,O 210.5,−130,−105,−110
NY Knicks,+1.5,U 210.5,+100,−125,−120
SA Spurs,+11.5,O 248.5,+700,−115,−120
MEM Grizzlies,-11.5,U 248.5,−1200,−115,−110
LA Lakers,+14.5,O 229.5,+600,−115,−115
DEN Nuggets,-14.5,U 229.5,−950,−115,−115
ORL Magic,+6.5,O 237,+205,−110,−110
SAC Kings,-6.5,U 237,−245,−110,−110
