TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
TOR Raptors,-2.5,O 222.5,−135,−110,−110
WAS Wizards,+2.5,U 222.5,+115,−110,−110
DET Pistons,+16,O 218,+900,−110,−115
CLE Cavaliers,-16,U 218,−1500,−110,−105
ATL Hawks,+1,O 225,−105,−110,−110
MIA Heat,-1,U 225,−115,−110,−110
HOU Rockets,+1,O 230.5,−105,−110,−110
SA Spurs,-1,U 230.5,−115,−110,−110
PHI 76ers,+5,O 231.5,+165,−115,−115
MIL Bucks,-5,U 231.5,−195,−105,−105
MIN Timberwolves,+5,O 238,+175,−110,−110
SAC Kings,-5,U 238,−205,−110,−110
