TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
DAL Mavericks,+1,O 225,−105,−115,−115
MIA Heat,-1,U 225,−115,−105,−105
LA Clippers,+3.5,O 226.5,+140,−110,−110
NO Pelicans,-3.5,U 226.5,−165,−110,−110
