,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Boston,Orlando,16:00:00,-8,+8,-7.5,+7.5,-350,+290,-290,+245
1,Milwaukee,Detroit,16:00:00,-11.5,+11.5,-11,+11,-833,+560,-570,+450
2,Atlanta,Chicago,17:00:00,+1,-1,+1,-1,-111,-120,-106,-114
3,Minnesota,Houston,17:00:00,-6.5,+6.5,-5.5,+5.5,-294,+200,-205,+175
4,Charlotte,Utah,18:00:00,+8,-8,+7.5,-7.5,+250,-400,+260,-310
5,San Antonio,Portland,19:00:00,+10,-10,+8.5,-8.5,+520,-714,+300,-370
