Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
BKN,DEN,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,Jamal Murray  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,Expected Lineup             ,Expected Lineup             
CLE,CHA,D. Garland GTD  ,D. Mitchell  ,Isaac Okoro  ,Evan Mobley  , Dean Wade ,Terry Rozier  ,Kelly Oubre  ,G. Hayward  ,P. Washington  , M. Williams GTD ,Expected Lineup             ,Expected Lineup             
WAS,PHI,Monte Morris  ,Bradley Beal  ,Kyle Kuzma  ,K. Porzingis  , D. Gafford ,James Harden  ,Tyrese Maxey  ,Tobias Harris  ,P.J. Tucker  , Joel Embiid ,Expected Lineup             ,Expected Lineup             
POR,NOP,D. Lillard GTD  ,A. Simons  ,M. Thybulle  ,Jerami Grant  , Jusuf Nurkic ,CJ McCollum  ,Trey Murphy  ,B. Ingram GTD  ,Herbert Jones  , J. Valanciunas ,Expected Lineup             ,Expected Lineup             
OKC,SAS,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,M. Branham  ,Devin Vassell  ,K. Johnson GTD  ,J. Sochan GTD  , Zach Collins ,Expected Lineup             ,Expected Lineup             
NYK,LAL,J. Brunson GTD  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,D. Russell  ,Malik Beasley  ,Troy Brown  ,J. Vanderbilt  , A. Davis GTD ,Expected Lineup             ,Expected Lineup             
