,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Toronto,Milwaukee,16:30:00,+6,-6,+4.5,-4.5,+205,-250,+160,-180
1,Brooklyn,San Antonio,17:00:00,-5,+5,-5.5,+5.5,-227,+160,-215,+185
2,Portland,Denver,18:00:00,+8.5,-8.5,+6.5,-6.5,+285,-455,+210,-250
