,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Milwaukee,Miami,16:30:00,-3.5,+3.5,-7,+7,-167,+130,-310,+260
