,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Utah,Orlando,16:00:00,-1,+1,+3,-3,-105,-105,+127,-147
1,Houston,Indiana,16:00:00,+9,-9,+9,-9,+380,-500,+320,-400
2,Charlotte,Detroit,16:00:00,-2,+2,-4,+4,-127,+117,-167,+147
3,Golden State,Memphis,16:30:00,-1.5,+1.5,-2.5,+2.5,-119,+101,-140,+120
4,Brooklyn,Milwaukee,17:00:00,+11,-11,+9.5,-9.5,+480,-570,+360,-450
