,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,New York,Detroit,1:00,-6 ,+6 ,-8.5 ,+8.5 ,-278,+190,-355,+285
1,Houston,LA Clippers,3:00,+9.5 ,-9.5 ,+10 ,-10 ,+345,-588,+360,-450
2,Golden State,Chicago,3:30,-1.5 ,+1.5 ,-6 ,+6 ,-125,+105,-215,+185
3,Oklahoma City,Brooklyn,6:00,+5 ,-5 ,+4.5 ,-4.5 ,+160,-227,+156,-176
4,Sacramento,San Antonio,7:00,-8 ,+8 ,-7 ,+7 ,-400,+265,-260,+220
5,Orlando,Denver,8:00,+10 ,-10 ,+10.5 ,-10.5 ,+380,-714,+395,-500
6,Dallas,Portland,9:00,+1.5 ,-1.5 ,+8 ,-8 ,+104,-122,+260,-310
