TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
MIA Heat,-6,O 223.5,−225,−110,−110
CHA Hornets,+6,U 223.5,+190,−110,−110
IND Pacers,+9,O 241.5,+310,−110,−110
MEM Grizzlies,-9,U 241.5,−380,−110,−110
LA Clippers,+7.5,O 214,+245,−110,−110
CLE Cavaliers,-7.5,U 214,−295,−110,−110
NO Pelicans,+9,O 234,+320,−105,−110
MIL Bucks,-9,U 234,−390,−115,−110
