Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
ATL,DAL,Trae Young  ,D. Murray  ,D. Hunter  ,John Collins  , O. Okongwu ,Luka Doncic  ,S. Dinwiddie  ,D. Finney-Smith  ,Dwight Powell  , C. Wood ,Confirmed Lineup             ,Confirmed Lineup             
WAS,NYK,Monte Morris  ,Bradley Beal  ,Kyle Kuzma  ,K. Porzingis  , D. Gafford ,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , M. Robinson ,Confirmed Lineup             ,Confirmed Lineup             
MIA,NOP,Kyle Lowry  ,Tyler Herro  ,Caleb Martin  ,Jimmy Butler  , Bam Adebayo ,CJ McCollum  ,Trey Murphy  ,Dyson Daniels  ,Naji Marshall  , J. Valanciunas ,Expected Lineup             ,Expected Lineup             
CHA,HOU,LaMelo Ball  ,Terry Rozier  ,J. McDaniels  ,P. Washington  , Mason Plumlee ,Jalen Green  ,Eric Gordon  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,Expected Lineup             ,Expected Lineup             
IND,OKC,A. Nembhard  ,Buddy Hield  ,B. Mathurin  ,Aaron Nesmith  , Myles Turner ,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Expected Lineup             ,Expected Lineup             
CLE,MEM,D. Garland  ,Caris LeVert  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Ja Morant  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , Steven Adams ,Confirmed Lineup             ,Expected Lineup             
LAC,UTA,Terance Mann  ,Norman Powell  ,Amir Coffey  ,Nicolas Batum  , I. Zubac GTD ,Mike Conley  ,J. Clarkson  ,Malik Beasley  ,L. Markkanen  , W. Kessler ,Expected Lineup             ,Expected Lineup             
MIN,DEN,D. Russell  ,A. Edwards GTD  ,J. McDaniels  ,Kyle Anderson  , Naz Reid ,J. Murray GTD  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , Nikola Jokic ,Expected Lineup             ,Expected Lineup             
SAC,LAL,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis GTD ,D. Schroder  ,P. Beverley  ,Troy Brown  ,L. James GTD  , Thomas Bryant ,Expected Lineup             ,Expected Lineup             
