Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NYK,WAS,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , Jericho Sims ,Monte Morris  ,B. Beal GTD  ,Kyle Kuzma  ,K. Porzingis  , D. Gafford ,Expected Lineup             ,Expected Lineup             
CLE,ATL,D. Garland  ,D. Mitchell  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Trae Young  ,D. Murray  ,D. Hunter  ,Saddiq Bey  , Clint Capela ,Expected Lineup             ,Expected Lineup             
MIA,MIL,Gabe Vincent  ,Tyler Herro  ,Caleb Martin  ,Jimmy Butler  , Bam Adebayo ,Jrue Holiday  ,Grayson Allen  ,K. Middleton  ,Bobby Portis  , Brook Lopez ,Expected Lineup             ,Expected Lineup             
BKN,CHI,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,Ayo Dosunmu  ,Zach LaVine  ,DeMar DeRozan  ,P. Williams  , N. Vucevic ,Expected Lineup             ,Expected Lineup             
CHA,MIN,LaMelo Ball  ,T. Rozier GTD  ,G. Hayward  ,P. Washington  , Mark Williams ,Mike Conley  ,A. Edwards  ,J. McDaniels  ,Kyle Anderson  , Rudy Gobert ,Expected Lineup             ,Expected Lineup             
HOU,GSW,T. Washington  ,J. Christopher  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,Jordan Poole  ,Klay Thompson  ,D. DiVincenzo  ,D. Green  , Kevon Looney ,Expected Lineup             ,Expected Lineup             
OKC,PHX,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,Chris Paul  ,Devin Booker  ,Josh Okogie  ,Torrey Craig  , Deandre Ayton ,Expected Lineup             ,Expected Lineup             
SAC,LAC,De'Aaron Fox  ,Kevin Huerter  ,H. Barnes  ,Keegan Murray  , D. Sabonis ,R. Westbrook  ,Paul George  ,Kawhi Leonard  ,Marcus Morris  , Mason Plumlee ,Expected Lineup             ,Expected Lineup             
