TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
MIA Heat,+5.5,O 210.5,+180,−110,−110
CLE Cavaliers,-5.5,U 210.5,−210,−110,−110
LA Lakers,+2.5,O 231.5,+115,−110,−110
NY Knicks,-2.5,U 231.5,−135,−110,−110
CHA Hornets,+11,O 244,+430,−110,−110
MIL Bucks,-11,U 244,−560,−110,−110
LA Clippers,-3,O 226,−150,−110,−110
CHI Bulls,+3,U 226,+130,−110,−110
NO Pelicans,+7,O 233,+215,−110,−110
DEN Nuggets,-7,U 233,−255,−110,−110
