,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Denver,Detroit,16:00:00,-11.5,+11.5,-14.5,+14.5,-909,+500,-1300,+790
1,Oklahoma City,Toronto,16:30:00,+7,-7,+6.5,-6.5,+230,-323,+215,-255
2,Sacramento,Brooklyn,16:30:00,+2.5,-2.5,+2.5,-2.5,+119,-139,+120,-140
3,Indiana,Milwaukee,17:00:00,+14.5,-14.5,+13,-13,+780,-1250,+615,-850
