Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP
1,Precious Achiuwa,C,23,TOR,39,896,15.0,.546,.249,.339,9.4,23.6,16.0,6.3,1.3,2.7,11.3,19.2,,0.6,1.0,1.6,.088,,-1.6,-1.0,-2.6,-0.1
2,Steven Adams,C,29,MEM,42,1133,17.6,.564,.004,.490,19.8,24.9,22.4,11.2,1.5,3.7,19.8,14.5,,1.3,2.2,3.5,.147,,-0.3,0.9,0.6,0.8
3,Bam Adebayo,C,25,MIA,58,2027,20.8,.588,.013,.352,8.2,24.8,16.2,16.3,1.7,2.3,12.3,26.0,,2.8,3.3,6.1,.145,,1.0,0.9,1.9,2.0
4,Ochai Agbaji,SG,22,UTA,40,629,9.3,.612,.624,.140,4.7,7.4,6.1,4.9,0.5,0.8,7.7,12.0,,0.8,0.2,1.0,.076,,-1.2,-1.2,-2.4,-0.1
5,Santi Aldama,PF,22,MEM,58,1268,14.6,.598,.523,.264,4.9,17.2,11.1,7.4,1.5,2.8,8.3,16.0,,1.8,2.0,3.9,.146,,0.1,1.2,1.3,1.1
6,Nickeil Alexander-Walker,SG,24,TOT,41,597,12.9,.596,.503,.201,1.9,10.5,6.2,18.7,2.1,2.4,18.4,18.7,,0.3,0.6,0.9,.069,,-0.7,0.9,0.2,0.3
6,Nickeil Alexander-Walker,SG,24,UTA,36,528,13.2,.609,.512,.229,1.7,10.4,6.1,20.1,2.2,2.2,19.4,18.4,,0.4,0.5,0.9,.078,,-0.5,1.0,0.5,0.3
6,Nickeil Alexander-Walker,SG,24,MIN,5,69,10.3,.510,.448,.034,3.3,11.1,7.3,8.1,1.4,3.9,12.0,20.6,,-0.1,0.1,0.0,.000,,-1.8,-0.1,-2.0,0.0
7,Grayson Allen,SG,27,MIL,58,1600,12.6,.615,.645,.239,3.6,8.9,6.3,11.7,1.5,0.5,11.3,14.7,,2.4,2.0,4.4,.133,,-0.5,0.8,0.3,0.9
8,Jarrett Allen,C,24,CLE,58,1929,20.1,.677,.017,.355,11.4,23.5,17.5,7.4,1.2,3.3,11.8,16.5,,4.9,3.4,8.2,.204,,1.4,0.9,2.3,2.1
