Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
NYK,BOS,Jalen Brunson  ,Q. Grimes  ,RJ Barrett  ,Julius Randle  , Jericho Sims ,Derrick White  ,Jaylen Brown  ,Jayson Tatum  ,Al Horford  , R. Williams ,Confirmed Lineup             ,Confirmed Lineup             
DET,BKN,Jaden Ivey  ,Saddiq Bey  ,B. Bogdanovic  ,Alec Burks  , Jalen Duren ,Kyrie Irving  ,Joe Harris  ,Royce O'Neale  ,B. Simmons OUT  , Nic Claxton ,Confirmed Lineup             ,Confirmed Lineup             
CHI,CHA,Ayo Dosunmu  ,Zach LaVine  ,DeMar DeRozan  ,P. Williams  , N. Vucevic ,LaMelo Ball  ,Terry Rozier  ,G. Hayward  ,P. Washington  , Mason Plumlee ,Confirmed Lineup             ,Confirmed Lineup             
CLE,HOU,D. Garland  ,Caris LeVert  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Jalen Green  ,J. Christopher  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,Confirmed Lineup             ,Confirmed Lineup             
DAL,PHX,Luka Doncic  ,S. Dinwiddie  ,Tim Hardaway  ,D. Finney-Smith  , Dwight Powell ,Chris Paul  ,Mikal Bridges  ,Torrey Craig  ,C. Johnson  , Deandre Ayton ,Expected Lineup             ,Confirmed Lineup             
SAS,LAC,Tre Jones  ,M. Branham  ,K. Johnson  ,K. Bates-Diop  , Jakob Poeltl ,Terance Mann  ,Paul George  ,Kawhi Leonard  ,Nicolas Batum  , Ivica Zubac ,Expected Lineup             ,Expected Lineup             
