,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Live Toronto,Detroit,09:00:00,-7,+7,-7.5,+7.5,-294,+240,-300,+250
1,Miami,Charlotte,16:00:00,-5.5,+5.5,-5.5,+5.5,-217,+185,-210,+180
2,Indiana,Orlando,16:00:00,+2.5,-2.5,+2.5,-2.5,+115,-147,+125,-145
3,New Orleans,New York,16:30:00,+3,-3,+3.5,-3.5,+125,-161,+145,-165
4,Denver,Memphis,17:00:00,-1,+1,+2.5,-2.5,-105,-105,+117,-137
5,Boston,Philadelphia,17:30:00,-1,+1,-1.5,+1.5,-113,+103,-120,+100
