,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,LA Lakers,Memphis,12:00:00,+3.5,-3.5,+4,-4,+150,-160,+155,-175
1,Miami,Milwaukee,14:30:00,+9,-9,+9.5,-9.5,+338,-456,+355,-435
2,LA Clippers,Phoenix,17:00:00,+8.5,-8.5,+7.5,-7.5,+265,-323,+260,-310
