,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,LA Lakers,Memphis,16:30:00,+3.5,-3.5,-1,+1,+135,-155,-110,-110
1,Miami,Milwaukee,18:00:00,+5.5,-5.5,+6.5,-6.5,+290,-360,+225,-265
