,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,New York,Cleveland,16:00:00,+5,-5,+5.5,-5.5,+160,-222,+193,-223
1,LA Lakers,Memphis,16:30:00,+4.5,-4.5,+4,-4,+138,-148,+145,-165
2,Miami,Milwaukee,18:30:00,+11.5,-11.5,+12,-12,+400,-667,+455,-575
