Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
DAL,CHA,L. Doncic GTD  ,Kyrie Irving  ,Josh Green  ,R. Bullock  , Dwight Powell ,Dennis Smith  ,S. Mykhailiuk  ,G. Hayward  ,P. Washington  , Mark Williams ,Confirmed Lineup             ,Confirmed Lineup             
CHI,LAL,P. Beverley  ,Alex Caruso  ,Zach LaVine  ,DeMar DeRozan  , N. Vucevic ,D. Schroder  ,Austin Reaves  ,Troy Brown  ,J. Vanderbilt  , Anthony Davis ,Confirmed Lineup             ,Confirmed Lineup             
MEM,ATL,Tyus Jones  ,Desmond Bane  ,Dillon Brooks  ,Jaren Jackson  , X. Tillman ,Trae Young  ,B. Bogdanovic GTD  ,D. Hunter GTD  ,John Collins  , Clint Capela ,Expected Lineup             ,Expected Lineup             
SAS,BOS,Tre Jones  ,Devin Vassell  ,K. Johnson GTD  ,K. Bates-Diop  , Zach Collins ,Marcus Smart  ,Derrick White  ,Jaylen Brown  ,J. Tatum GTD  , Al Horford ,Expected Lineup             ,Expected Lineup             
HOU,CLE,Kevin Porter  ,Jalen Green  ,Kenyon Martin  ,Jabari Smith  , A. Sengun ,D. Garland  ,D. Mitchell  ,Isaac Okoro  ,Evan Mobley  , Jarrett Allen ,Expected Lineup             ,Expected Lineup             
BKN,ORL,S. Dinwiddie  ,Mikal Bridges  ,C. Johnson  ,D. Finney-Smith  , Nic Claxton ,M. Fultz  ,Gary Harris  ,Franz Wagner  ,P. Banchero  , W. Carter ,Expected Lineup             ,Expected Lineup             
WAS,TOR,Delon Wright  ,Corey Kispert  ,Deni Avdija  ,K. Porzingis  , D. Gafford ,Fred VanVleet  ,OG Anunoby  ,S. Barnes GTD  ,Pascal Siakam  , Jakob Poeltl ,Expected Lineup             ,Expected Lineup             
OKC,POR,S. Gilgeous-Alexander  ,Josh Giddey  ,Luguentz Dort  ,J. Williams  , J. Williams ,R. Arcidiacono  ,S. Sharpe  ,M. Thybulle  ,T. Watford  , Drew Eubanks ,Expected Lineup             ,Expected Lineup             
MIN,GSW,Mike Conley  ,A. Edwards GTD  ,Kyle Anderson  ,K. Towns GTD  , Rudy Gobert ,Stephen Curry  ,Klay Thompson  ,D. DiVincenzo  ,D. Green  , Kevon Looney ,Expected Lineup             ,Expected Lineup             
