Away_Team,Home_Team,Away_PG,Away_SG,Away_SF,Away_PF,Away_C,Home_PG,Home_SG,Home_SF,Home_PF,Home_C,Away_Status,Home_Status
BOS,MIL,Marcus Smart  ,Derrick White  ,Jaylen Brown  ,Jayson Tatum  , Al Horford ,Jrue Holiday  ,Grayson Allen  ,K. Middleton GTD  ,G. Antetokounmpo  , Brook Lopez ,Expected Lineup             ,Expected Lineup             
NOP,DEN,CJ McCollum  ,Trey Murphy  ,B. Ingram  ,Herbert Jones  , J. Valanciunas ,Jamal Murray  ,K. Caldwell-Pope  ,M. Porter  ,Aaron Gordon  , N. Jokic GTD ,Expected Lineup             ,Expected Lineup             
