,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Boston,Atlanta,16:00:00,-4,+4,-5.5,+5.5,-192,+140,-210,+180
1,Cleveland,New York,17:30:00,+1,-1,+1.5,-1.5,-105,-115,+103,-123
