TODAY,SPREAD,TOTAL,MONEYLINE,spread_odds,total_odds
SA Spurs,,,+320,,
MEM Grizzlies,,,−425,,
PHO Suns,+12.5,O 233.5,+575,−110,−120
DEN Nuggets,-12.5,U 233.5,−875,−120,−110
HOU Rockets,+7.5,O 239.5,+260,−120,−110
SAC Kings,-7.5,U 239.5,−335,−110,−120
