,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,Toronto,Washington,16:00:00,-1,+1,-2,+2,-116,-105,-130,+110
1,Philadelphia,Dallas,16:30:00,+2.5,-2.5,+4,-4,+145,-175,+150,-170
2,Indiana,San Antonio,17:30:00,-4.5,+4.5,-5,+5,-200,+155,-215,+185
