,team1,team2,time,opening_spread_t1,opening_spread_t2,current_spread_t1,current_spread_t2,opening_moneyline_t1,opening_moneyline_t2,current_moneyline_t1,current_moneyline_t2
0,New York,Orlando,16:00:00,-2.5,+2.5,-3.5,+3.5,-147,+115,-165,+145
1,Cleveland,Brooklyn,16:30:00,-5,+5,-4,+4,-217,+165,-165,+145
2,Charlotte,New Orleans,17:00:00,+8,-8,+9,-9,+270,-385,+305,-375
