Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS.1,Unnamed: 6,Unnamed: 7,Attend.,Arena,Notes
2023-02-08,7:30p,Indiana Pacers,,Miami Heat,,,,,FTX Arena,
2023-02-08,7:30p,San Antonio Spurs,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-08,8:00p,Sacramento Kings,,Houston Rockets,,,,,Toyota Center,
2023-02-08,9:00p,Minnesota Timberwolves,,Utah Jazz,,,,,Vivint Arena,
2023-02-08,10:00p,Dallas Mavericks,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-02-08,10:00p,Golden State Warriors,,Portland Trail Blazers,,,,,Moda Center,
2023-02-09,7:00p,Denver Nuggets,,Orlando Magic,,,,,Amway Center,
2023-02-09,7:30p,Phoenix Suns,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-09,7:30p,Chicago Bulls,,Brooklyn Nets,,,,,Barclays Center,
2023-02-09,10:00p,Milwaukee Bucks,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-02-10,7:00p,San Antonio Spurs,,Detroit Pistons,,,,,Little Caesars Arena,
2023-02-10,7:00p,Phoenix Suns,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-02-10,7:00p,New York Knicks,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-10,7:30p,Charlotte Hornets,,Boston Celtics,,,,,TD Garden,
2023-02-10,7:30p,Utah Jazz,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-10,8:00p,Minnesota Timberwolves,,Memphis Grizzlies,,,,,FedEx Forum,
2023-02-10,8:00p,Houston Rockets,,Miami Heat,,,,,FTX Arena,
2023-02-10,10:00p,Cleveland Cavaliers,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-02-10,10:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,
2023-02-10,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
2023-02-10,10:30p,Milwaukee Bucks,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-02-11,6:00p,Philadelphia 76ers,,Brooklyn Nets,,,,,Barclays Center,
2023-02-11,7:00p,Denver Nuggets,,Charlotte Hornets,,,,,Spectrum Center,
2023-02-11,7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
2023-02-11,7:00p,Indiana Pacers,,Washington Wizards,,,,,Capital One Arena,
2023-02-11,7:30p,San Antonio Spurs,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-11,7:30p,Utah Jazz,,New York Knicks,,,,,Madison Square Garden (IV),
2023-02-11,8:00p,Chicago Bulls,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-02-11,8:30p,Los Angeles Lakers,,Golden State Warriors,,,,,Chase Center,
2023-02-11,10:00p,Dallas Mavericks,,Sacramento Kings,,,,,Golden 1 Center,
2023-02-12,2:00p,Memphis Grizzlies,,Boston Celtics,,,,,TD Garden,
2023-02-12,3:00p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-13,7:00p,Atlanta Hawks,,Charlotte Hornets,,,,,Spectrum Center,
2023-02-13,7:00p,San Antonio Spurs,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-02-13,7:00p,Utah Jazz,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-02-13,7:00p,Houston Rockets,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-13,7:30p,Denver Nuggets,,Miami Heat,,,,,FTX Arena,
2023-02-13,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
2023-02-13,8:00p,Orlando Magic,,Chicago Bulls,,,,,United Center,
2023-02-13,8:00p,New Orleans Pelicans,,Oklahoma City Thunder,,,,,Paycom Center,
2023-02-13,8:30p,Minnesota Timberwolves,,Dallas Mavericks,,,,,American Airlines Center,
2023-02-13,10:00p,Washington Wizards,,Golden State Warriors,,,,,Chase Center,
2023-02-13,10:00p,Los Angeles Lakers,,Portland Trail Blazers,,,,,Moda Center,
2023-02-14,7:30p,Boston Celtics,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-02-14,7:30p,Orlando Magic,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-14,9:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
2023-02-14,10:00p,Golden State Warriors,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-02-14,10:00p,Washington Wizards,,Portland Trail Blazers,,,,,Moda Center,
2023-02-15,7:00p,San Antonio Spurs,,Charlotte Hornets,,,,,Spectrum Center,
2023-02-15,7:00p,Chicago Bulls,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-02-15,7:00p,Cleveland Cavaliers,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-15,7:30p,New York Knicks,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-15,7:30p,Detroit Pistons,,Boston Celtics,,,,,TD Garden,
2023-02-15,7:30p,Miami Heat,,Brooklyn Nets,,,,,Barclays Center,
2023-02-15,8:00p,Utah Jazz,,Memphis Grizzlies,,,,,FedEx Forum,
2023-02-15,8:00p,Houston Rockets,,Oklahoma City Thunder,,,,,Paycom Center,
2023-02-15,9:00p,Dallas Mavericks,,Denver Nuggets,,,,,Ball Arena,
2023-02-15,10:00p,New Orleans Pelicans,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-02-16,7:30p,Milwaukee Bucks,,Chicago Bulls,,,,,United Center,
2023-02-16,8:00p,Washington Wizards,,Minnesota Timberwolves,,,,,Target Center,
2023-02-16,10:00p,Los Angeles Clippers,,Phoenix Suns,,,,,Footprint Center,
2023-02-23,7:00p,Denver Nuggets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-02-23,7:00p,Boston Celtics,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-02-23,7:00p,Detroit Pistons,,Orlando Magic,,,,,Amway Center,
2023-02-23,7:30p,Memphis Grizzlies,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-23,7:30p,New Orleans Pelicans,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-23,8:30p,San Antonio Spurs,,Dallas Mavericks,,,,,American Airlines Center,
2023-02-23,9:00p,Oklahoma City Thunder,,Utah Jazz,,,,,Vivint Arena,
2023-02-23,10:00p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-02-23,10:00p,Portland Trail Blazers,,Sacramento Kings,,,,,Golden 1 Center,
2023-02-24,7:00p,New York Knicks,,Washington Wizards,,,,,Capital One Arena,
2023-02-24,7:30p,Cleveland Cavaliers,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-24,7:30p,Miami Heat,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-02-24,8:00p,Charlotte Hornets,,Minnesota Timberwolves,,,,,Target Center,
2023-02-24,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
2023-02-24,10:00p,Brooklyn Nets,,Chicago Bulls,,,,,United Center,
2023-02-24,10:00p,Houston Rockets,,Golden State Warriors,,,,,Chase Center,
2023-02-24,10:30p,Sacramento Kings,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-02-25,12:00p,Toronto Raptors,,Detroit Pistons,,,,,Little Caesars Arena,
2023-02-25,7:00p,Miami Heat,,Charlotte Hornets,,,,,Spectrum Center,
2023-02-25,7:00p,Indiana Pacers,,Orlando Magic,,,,,Amway Center,
2023-02-25,7:30p,New Orleans Pelicans,,New York Knicks,,,,,Madison Square Garden (IV),
2023-02-25,8:00p,Denver Nuggets,,Memphis Grizzlies,,,,,FedEx Forum,
2023-02-25,8:30p,Boston Celtics,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-25,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
2023-02-26,1:00p,Phoenix Suns,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-02-26,3:00p,Brooklyn Nets,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-26,3:30p,Washington Wizards,,Chicago Bulls,,,,,United Center,
2023-02-26,3:30p,Los Angeles Lakers,,Dallas Mavericks,,,,,American Airlines Center,
2023-02-26,6:00p,Toronto Raptors,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-02-26,7:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
2023-02-26,7:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
2023-02-26,9:00p,Houston Rockets,,Portland Trail Blazers,,,,,Moda Center,
2023-02-26,10:00p,Los Angeles Clippers,,Denver Nuggets,,,,,Ball Arena,
2023-02-27,7:00p,Detroit Pistons,,Charlotte Hornets,,,,,Spectrum Center,
2023-02-27,7:00p,Miami Heat,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-02-27,7:30p,Boston Celtics,,New York Knicks,,,,,Madison Square Garden (IV),
2023-02-27,8:00p,Orlando Magic,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-02-28,7:30p,Washington Wizards,,Atlanta Hawks,,,,,State Farm Arena,
2023-02-28,7:30p,Milwaukee Bucks,,Brooklyn Nets,,,,,Barclays Center,
2023-02-28,7:30p,Chicago Bulls,,Toronto Raptors,,,,,Scotiabank Arena,
2023-02-28,8:00p,Denver Nuggets,,Houston Rockets,,,,,Toyota Center,
2023-02-28,8:00p,Los Angeles Lakers,,Memphis Grizzlies,,,,,FedEx Forum,
2023-02-28,8:00p,Sacramento Kings,,Oklahoma City Thunder,,,,,Paycom Center,
2023-02-28,8:30p,Indiana Pacers,,Dallas Mavericks,,,,,American Airlines Center,
2023-02-28,9:00p,San Antonio Spurs,,Utah Jazz,,,,,Vivint Arena,
2023-02-28,10:00p,Portland Trail Blazers,,Golden State Warriors,,,,,Chase Center,
2023-02-28,10:00p,Minnesota Timberwolves,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-01,7:00p,Phoenix Suns,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-01,7:00p,Chicago Bulls,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-01,7:30p,Cleveland Cavaliers,,Boston Celtics,,,,,TD Garden,
2023-03-01,7:30p,Philadelphia 76ers,,Miami Heat,,,,,FTX Arena,
2023-03-01,7:30p,Brooklyn Nets,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-01,8:00p,Memphis Grizzlies,,Houston Rockets,,,,,Toyota Center,
2023-03-01,8:00p,Orlando Magic,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-01,8:00p,Los Angeles Lakers,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-01,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
2023-03-02,7:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
2023-03-02,7:30p,Philadelphia 76ers,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-02,8:30p,Indiana Pacers,,San Antonio Spurs,,,,,AT&T Center,
2023-03-02,10:00p,Los Angeles Clippers,,Golden State Warriors,,,,,Chase Center,
2023-03-03,7:00p,Orlando Magic,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-03,7:30p,Portland Trail Blazers,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-03,7:30p,Brooklyn Nets,,Boston Celtics,,,,,TD Garden,
2023-03-03,8:00p,Phoenix Suns,,Chicago Bulls,,,,,United Center,
2023-03-03,8:00p,New York Knicks,,Miami Heat,,,,,FTX Arena,
2023-03-03,8:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-03,10:00p,Memphis Grizzlies,,Denver Nuggets,,,,,Ball Arena,
2023-03-03,10:00p,New Orleans Pelicans,,Golden State Warriors,,,,,Chase Center,
2023-03-03,10:00p,Los Angeles Clippers,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-03,10:30p,Minnesota Timberwolves,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-04,5:00p,Toronto Raptors,,Washington Wizards,,,,,Capital One Arena,
2023-03-04,7:30p,Detroit Pistons,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-04,8:00p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
2023-03-04,8:00p,Houston Rockets,,San Antonio Spurs,,,,,AT&T Center,
2023-03-04,8:30p,Philadelphia 76ers,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-04,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-05,1:00p,Phoenix Suns,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-05,3:30p,Indiana Pacers,,Chicago Bulls,,,,,United Center,
2023-03-05,3:30p,Golden State Warriors,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-05,6:00p,Charlotte Hornets,,Brooklyn Nets,,,,,Barclays Center,
2023-03-05,6:00p,Portland Trail Blazers,,Orlando Magic,,,,,Amway Center,
2023-03-05,7:00p,San Antonio Spurs,,Houston Rockets,,,,,Toyota Center,
2023-03-05,7:00p,Utah Jazz,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-05,7:30p,New York Knicks,,Boston Celtics,,,,,TD Garden,
2023-03-05,10:00p,Memphis Grizzlies,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-06,7:00p,Boston Celtics,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-06,7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-06,7:00p,Milwaukee Bucks,,Washington Wizards,,,,,Capital One Arena,
2023-03-06,7:30p,Atlanta Hawks,,Miami Heat,,,,,FTX Arena,
2023-03-06,9:00p,Toronto Raptors,,Denver Nuggets,,,,,Ball Arena,
2023-03-06,10:00p,New Orleans Pelicans,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-07,7:00p,Portland Trail Blazers,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-07,7:00p,Milwaukee Bucks,,Orlando Magic,,,,,Amway Center,
2023-03-07,7:30p,Philadelphia 76ers,,Minnesota Timberwolves,,,,,Target Center,
2023-03-07,7:30p,Charlotte Hornets,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-07,8:00p,Brooklyn Nets,,Houston Rockets,,,,,Toyota Center,
2023-03-07,8:00p,Golden State Warriors,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-07,8:30p,Utah Jazz,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-07,10:00p,Memphis Grizzlies,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-08,7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
2023-03-08,7:30p,Portland Trail Blazers,,Boston Celtics,,,,,TD Garden,
2023-03-08,7:30p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
2023-03-08,7:30p,Dallas Mavericks,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-08,9:00p,Chicago Bulls,,Denver Nuggets,,,,,Ball Arena,
2023-03-08,9:00p,Oklahoma City Thunder,,Phoenix Suns,,,,,Footprint Center,
2023-03-08,10:00p,Toronto Raptors,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-09,7:00p,Charlotte Hornets,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-09,7:00p,Houston Rockets,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-09,7:00p,Utah Jazz,,Orlando Magic,,,,,Amway Center,
2023-03-09,7:30p,Brooklyn Nets,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-09,10:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-09,10:00p,New York Knicks,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-10,7:00p,Portland Trail Blazers,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-03-10,7:00p,Atlanta Hawks,,Washington Wizards,,,,,Capital One Arena,
2023-03-10,8:00p,Cleveland Cavaliers,,Miami Heat,,,,,FTX Arena,
2023-03-10,8:00p,Brooklyn Nets,,Minnesota Timberwolves,,,,,Target Center,
2023-03-10,8:00p,Denver Nuggets,,San Antonio Spurs,,,,,AT&T Center,
2023-03-10,10:30p,Toronto Raptors,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-11,4:00p,New York Knicks,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-11,7:00p,Utah Jazz,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-11,7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-11,7:00p,Miami Heat,,Orlando Magic,,,,,Amway Center,
2023-03-11,7:30p,Boston Celtics,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-11,8:00p,Chicago Bulls,,Houston Rockets,,,,,Toyota Center,
2023-03-11,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-11,8:30p,Milwaukee Bucks,,Golden State Warriors,,,,,Chase Center,
2023-03-11,8:30p,Oklahoma City Thunder,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-11,10:00p,Sacramento Kings,,Phoenix Suns,,,,,Footprint Center,
2023-03-12,3:30p,Brooklyn Nets,,Denver Nuggets,,,,,Ball Arena,
2023-03-12,5:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-12,6:00p,Washington Wizards,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-03-12,7:00p,Portland Trail Blazers,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-12,7:00p,Oklahoma City Thunder,,San Antonio Spurs,,,,,AT&T Center,
2023-03-12,9:00p,New York Knicks,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-13,7:00p,Indiana Pacers,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-13,7:30p,Minnesota Timberwolves,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-13,7:30p,Memphis Grizzlies,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-13,7:30p,Utah Jazz,,Miami Heat,,,,,FTX Arena,
2023-03-13,8:00p,Boston Celtics,,Houston Rockets,,,,,Toyota Center,
2023-03-13,10:00p,Phoenix Suns,,Golden State Warriors,,,,,Chase Center,
2023-03-13,10:00p,Milwaukee Bucks,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-14,7:00p,Cleveland Cavaliers,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-14,7:00p,Detroit Pistons,,Washington Wizards,,,,,Capital One Arena,
2023-03-14,7:30p,Denver Nuggets,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-14,8:00p,Los Angeles Lakers,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-14,8:00p,Brooklyn Nets,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-14,8:00p,Orlando Magic,,San Antonio Spurs,,,,,AT&T Center,
2023-03-14,10:00p,Milwaukee Bucks,,Phoenix Suns,,,,,Footprint Center,
2023-03-14,10:00p,New York Knicks,,Portland Trail Blazers,,,,,Moda Center,
2023-03-15,7:30p,Philadelphia 76ers,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-15,7:30p,Memphis Grizzlies,,Miami Heat,,,,,FTX Arena,
2023-03-15,8:00p,Sacramento Kings,,Chicago Bulls,,,,,United Center,
2023-03-15,8:00p,Los Angeles Lakers,,Houston Rockets,,,,,Toyota Center,
2023-03-15,8:00p,Boston Celtics,,Minnesota Timberwolves,,,,,Target Center,
2023-03-15,8:30p,Dallas Mavericks,,San Antonio Spurs,,,,,AT&T Center,
2023-03-15,10:00p,Golden State Warriors,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-16,7:00p,Denver Nuggets,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-16,7:30p,Sacramento Kings,,Brooklyn Nets,,,,,Barclays Center,
2023-03-16,7:30p,Oklahoma City Thunder,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-16,8:00p,Indiana Pacers,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-16,10:00p,Orlando Magic,,Phoenix Suns,,,,,Footprint Center,
2023-03-17,7:00p,Philadelphia 76ers,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-17,7:30p,Golden State Warriors,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-17,7:30p,Washington Wizards,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-17,8:00p,Minnesota Timberwolves,,Chicago Bulls,,,,,United Center,
2023-03-17,8:00p,New Orleans Pelicans,,Houston Rockets,,,,,Toyota Center,
2023-03-17,8:00p,Memphis Grizzlies,,San Antonio Spurs,,,,,AT&T Center,
2023-03-17,10:00p,Boston Celtics,,Portland Trail Blazers,,,,,Moda Center,
2023-03-17,10:30p,Dallas Mavericks,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-18,1:00p,Denver Nuggets,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-18,3:00p,Orlando Magic,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-18,7:00p,Philadelphia 76ers,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-18,7:00p,Minnesota Timberwolves,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-18,8:00p,Miami Heat,,Chicago Bulls,,,,,United Center,
2023-03-18,8:00p,Golden State Warriors,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-18,8:00p,Sacramento Kings,,Washington Wizards,,,,,Capital One Arena,
2023-03-18,9:00p,Boston Celtics,,Utah Jazz,,,,,Vivint Arena,
2023-03-19,3:30p,Denver Nuggets,,Brooklyn Nets,,,,,Barclays Center,
2023-03-19,3:30p,Phoenix Suns,,Oklahoma City Thunder,,,,,Paycom Center,
2023-03-19,4:00p,Atlanta Hawks,,San Antonio Spurs,,,,,AT&T Center,
2023-03-19,6:00p,Miami Heat,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-19,7:00p,New Orleans Pelicans,,Houston Rockets,,,,,Toyota Center,
2023-03-19,8:00p,Toronto Raptors,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-19,9:00p,Los Angeles Clippers,,Portland Trail Blazers,,,,,Moda Center,
2023-03-19,9:30p,Orlando Magic,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-20,7:00p,Indiana Pacers,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-20,7:00p,Chicago Bulls,,Philadelphia 76ers,,,,,Wells Fargo Center,
2023-03-20,7:30p,Minnesota Timberwolves,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-20,8:00p,Golden State Warriors,,Houston Rockets,,,,,Toyota Center,
2023-03-20,8:00p,Dallas Mavericks,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-20,9:00p,Sacramento Kings,,Utah Jazz,,,,,Vivint Arena,
2023-03-21,7:00p,Washington Wizards,,Orlando Magic,,,,,Amway Center,
2023-03-21,7:30p,Detroit Pistons,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-21,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,Barclays Center,
2023-03-21,8:00p,San Antonio Spurs,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-21,10:00p,Boston Celtics,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-21,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-22,7:00p,Denver Nuggets,,Washington Wizards,,,,,Capital One Arena,
2023-03-22,7:30p,Golden State Warriors,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-22,7:30p,New York Knicks,,Miami Heat,,,,,FTX Arena,
2023-03-22,7:30p,Indiana Pacers,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-22,8:00p,Philadelphia 76ers,,Chicago Bulls,,,,,United Center,
2023-03-22,8:00p,Houston Rockets,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-22,8:00p,San Antonio Spurs,,Milwaukee Bucks,,,,,Fiserv Forum,
2023-03-22,8:00p,Atlanta Hawks,,Minnesota Timberwolves,,,,,Target Center,
2023-03-22,9:00p,Portland Trail Blazers,,Utah Jazz,,,,,Vivint Arena,
2023-03-22,10:00p,Phoenix Suns,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-23,7:00p,New York Knicks,,Orlando Magic,,,,,Amway Center,
2023-03-23,7:30p,Cleveland Cavaliers,,Brooklyn Nets,,,,,Barclays Center,
2023-03-23,8:00p,Charlotte Hornets,,New Orleans Pelicans,,,,,Smoothie King Center,
2023-03-23,10:30p,Oklahoma City Thunder,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-24,7:00p,Indiana Pacers,,Boston Celtics,,,,,TD Garden,
2023-03-24,7:00p,San Antonio Spurs,,Washington Wizards,,,,,Capital One Arena,
2023-03-24,7:30p,Detroit Pistons,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-24,8:00p,Houston Rockets,,Memphis Grizzlies,,,,,FedEx Forum,
2023-03-24,8:30p,Charlotte Hornets,,Dallas Mavericks,,,,,American Airlines Center,
2023-03-24,9:00p,Milwaukee Bucks,,Utah Jazz,,,,,Vivint Arena,
2023-03-24,10:00p,Philadelphia 76ers,,Golden State Warriors,,,,,Chase Center,
2023-03-24,10:00p,Chicago Bulls,,Portland Trail Blazers,,,,,Moda Center,
2023-03-24,10:00p,Phoenix Suns,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-24,10:30p,Oklahoma City Thunder,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-25,5:00p,Indiana Pacers,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-25,8:00p,Brooklyn Nets,,Miami Heat,,,,,FTX Arena,
2023-03-25,9:00p,Milwaukee Bucks,,Denver Nuggets,,,,,Ball Arena,
2023-03-25,10:00p,Philadelphia 76ers,,Phoenix Suns,,,,,Footprint Center,
2023-03-25,10:00p,Utah Jazz,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-25,10:30p,New Orleans Pelicans,,Los Angeles Clippers,,,,,Crypto.com Arena,
2023-03-26,1:00p,Dallas Mavericks,,Charlotte Hornets,,,,,Spectrum Center,
2023-03-26,3:30p,Chicago Bulls,,Los Angeles Lakers,,,,,Crypto.com Arena,
2023-03-26,6:00p,Memphis Grizzlies,,Atlanta Hawks,,,,,State Farm Arena,
2023-03-26,6:00p,San Antonio Spurs,,Boston Celtics,,,,,TD Garden,
2023-03-26,6:00p,Houston Rockets,,Cleveland Cavaliers,,,,,Rocket Mortgage Fieldhouse,
2023-03-26,6:00p,Brooklyn Nets,,Orlando Magic,,,,,Amway Center,
2023-03-26,6:00p,Washington Wizards,,Toronto Raptors,,,,,Scotiabank Arena,
2023-03-26,7:00p,Oklahoma City Thunder,,Portland Trail Blazers,,,,,Moda Center,
2023-03-26,8:30p,Minnesota Timberwolves,,Golden State Warriors,,,,,Chase Center,
2023-03-27,7:00p,Milwaukee Bucks,,Detroit Pistons,,,,,Little Caesars Arena,
2023-03-27,7:00p,Dallas Mavericks,,Indiana Pacers,,,,,Gainbridge Fieldhouse,
2023-03-27,7:30p,Houston Rockets,,New York Knicks,,,,,Madison Square Garden (IV),
2023-03-27,9:00p,Phoenix Suns,,Utah Jazz,,,,,Vivint Arena,
2023-03-27,9:30p,Philadelphia 76ers,,Denver Nuggets,,,,,Ball Arena,
2023-03-27,10:00p,New Orleans Pelicans,,Portland Trail Blazers,,,,,Moda Center,
2023-03-27,10:00p,Minnesota Timberwolves,,Sacramento Kings,,,,,Golden 1 Center,
2023-03-27,10:30p,Chicago Bulls,,Los Angeles Clippers,,,,,Crypto.com Arena,
